activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,B4TYDEB6GKMZO031MB27,11460,MI,26161,26161461000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,2,0,2,1,2,2,2,1,2,245000.0,56.28,6.990,2.035,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,515000,1,1,3,5,1,NA,121,49,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,7371,10.2,119500,152,2733,3023,26
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125197000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,205000.0,54.98,6.990,0.310,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,735000,1,1,3,5,1,NA,250,20%-<30%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,5147,37.5,109700,141,1517,1684,42
2024,B4TYDEB6GKMZO031MB27,47664,MI,26147,26147646000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,205000.0,50.02,7.375,0.603,2,2790.86,NA,530.00,,3404.00,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,138,30%-<36%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,2,7,,,,10,,,,4510,7.52,109700,84,1647,2130,44
2024,B4TYDEB6GKMZO031MB27,11460,MI,26161,26161413401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,3,2,1,1,1,2,2,2,365000.0,90,6.375,-0.109,2,4445.27,NA,3699.39,7538.69,,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,90,49,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,4607,47.04,119500,110,1438,1553,21
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099251300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,245000.0,96.86,6.375,-0.117,2,0.00,NA,0.00,3302.83,,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,71,40,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,2310,10.43,109700,89,876,1004,65
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099231100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,1,2,1,2,25000.0,15.15,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,165000,1,1,3,5,1,NA,52,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,3697,24.61,109700,76,996,1338,45
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099224001,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,5,0,2,1,4,2,2,1,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,130,NA,9,9,2,,,,,3,,,,,2,2,3,,,,,3,,,,,2,2,1,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,9049,19.14,109700,142,2688,2840,18
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081012605,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,245000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,24,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,7,,,,,10,,,,4215,24.25,97600,158,851,916,32
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099224202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Female,5,0,2,1,4,2,2,1,2,35000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,95,NA,9,9,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5767,33.95,109700,82,1423,2094,20
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163533400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,1,1,2,2,2,45000.0,97,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,45000,1,1,3,5,1,NA,21,50%-60%,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,7,,,,,1,2,6,,2215,97.34,77800,28,361,1760,0
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125142400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,55000.0,41.74,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,125000,1,1,3,5,1,NA,20,30%-<36%,9,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,6,,,3472,91.85,109700,36,512,1218,66
2024,B4TYDEB6GKMZO031MB27,28020,MI,26077,26077002601,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,1275000.0,70,5.875,-0.225,3,10945.55,NA,6784.92,5454.92,,360,NA,84,2,1,2,2,1825000,1,2,3,5,1,NA,872,30%-<36%,2,10,1,12,14,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,7,,,,,10,,,,4832,8.75,102500,123,1713,2219,47
2024,B4TYDEB6GKMZO031MB27,47664,MI,26147,26147634600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,4,2,2,1,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,124,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,5805,8.99,109700,75,1872,2168,41
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099231100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,2,2,1,2,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,121,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,3697,24.61,109700,76,996,1338,45
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081012201,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,505000.0,76.17,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,3005000,1,1,3,5,1,NA,664,40,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,4,,,,7236,15.7,97600,158,2423,2659,34
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099254100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,1,2,55000.0,86.05,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,435000,1,1,3,5,1,NA,164,36,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,4,,,,4307,17.53,109700,80,1334,1502,38
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163571800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,1,2,1,2,25000.0,13.02,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,195000,1,1,3,5,1,NA,52,30%-<36%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,3,,,,3640,27.53,77800,80,812,1189,65
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099258900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,31,1,2,1,2,25000.0,17.24,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,145000,1,1,3,5,1,NA,37,50%-60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,3051,68.37,109700,62,648,1067,69
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099256000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,155000.0,78.24,6.990,0.960,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,195000,1,1,3,5,1,NA,72,39,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,65-74,Yes,Yes,1,1,6,,,,,10,,,,2108,30.83,109700,57,633,883,58
2024,B4TYDEB6GKMZO031MB27,99999,MI,26059,26059050900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,2,2,2,1,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,115,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4928,7.41,78300,116,1790,2342,49
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081011405,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,105000.0,37.08,6.990,1.110,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,265000,1,1,3,5,1,NA,70,30%-<36%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,3139,15.48,97600,115,1135,1217,53
2024,B4TYDEB6GKMZO031MB27,47664,MI,26093,26093741602,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,5,0,2,1,4,2,2,1,2,65000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,80,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,3431,7.29,109700,120,1395,1397,28
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099250900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,135000.0,90,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,68,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,7,,,,4,,,,2403,11.03,109700,77,980,1164,64
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081004400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,2,2,1,2,25000.0,32.85,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,275000,1,1,3,5,1,NA,50,41,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,3,,,,7491,22.91,97600,128,1390,1746,45
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099247302,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,415000.0,72.71,6.990,0.560,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,775000,1,1,3,5,1,NA,308,20%-<30%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,1671,7.42,109700,128,1049,970,45
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081012002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,3,0,2,1,2,2,2,1,2,25000.0,83.72,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,285000,1,1,3,5,1,NA,107,45,9,8,2,,,,,2,,,,,2,2,5,,,,,3,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,,,,,3,,,,6387,8.89,97600,141,2223,2314,40
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163560202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,1,2,405000.0,60.3,6.990,0.110,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,665000,1,1,3,5,1,NA,153,50%-60%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,65-74,55-64,Yes,No,1,1,6,,,,,10,,,,3562,25.97,77800,182,845,1069,35
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099230603,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,25000.0,59.35,7.490,3.560,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,235000,1,1,3,5,1,NA,41,50%-60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,4067,17.46,109700,93,1552,1492,21
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163551600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,185000.0,94.8,6.625,0.017,2,2824.64,NA,2824.64,2824.64,,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,67,39,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,7,,,,,10,,,,4237,84.14,77800,69,486,1336,67
2024,B4TYDEB6GKMZO031MB27,99999,MI,26085,26085960100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,4,1,2,1,2,155000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,2,3,5,1,NA,150,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,2200,7.36,78300,89,1077,4261,38
2024,B4TYDEB6GKMZO031MB27,47664,MI,26093,26093713100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,1,2,195000.0,41.58,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,455000,1,1,3,5,1,NA,82,30%-<36%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,>74,>74,Yes,Yes,1,1,6,,,,,4,,,,4723,7.45,109700,127,1679,1829,37
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125157500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,55000.0,53.47,7.490,1.710,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,525000,1,1,3,5,1,NA,233,<20%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,3037,32.86,109700,88,429,1005,30
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125150400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,2,305000.0,33.31,6.990,1.610,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,1855000,1,1,3,5,1,NA,303,30%-<36%,8,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,2934,22.36,109700,188,758,815,52
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125197400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,225000.0,95,5.875,-0.606,2,83.06,NA,83.06,3625.20,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,82,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,2,7,,,,10,,,,2356,23.01,109700,70,608,852,56
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163599100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,215000.0,80,7.000,0.238,2,3359.86,NA,1080.00,,2194.70,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,67,37,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,7,,,,10,,,,5247,18.3,77800,118,1306,1622,59
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163535800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,25000.0,27.78,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,95000,1,1,3,5,1,NA,11,44,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,3944,96.68,77800,41,866,1776,72
2024,B4TYDEB6GKMZO031MB27,99999,MI,26005,26005031900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,55000.0,70.46,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,305000,1,1,3,5,1,NA,32,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,1,,,,5236,12.07,78300,97,1369,1943,44
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081012901,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,2,1,1,2,2,2,195000.0,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,57,39,9,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,3,,,,,1,3,,,5682,57.27,97600,77,1205,1781,46
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099223801,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,55000.0,64.9,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,395000,1,1,3,5,1,NA,99,41,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,,,,,3,,,,4119,7.82,109700,150,1500,1500,23
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125173500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,0,2,1,1,1,2,2,1,135000.0,65,6.625,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,135000,1,3,3,5,1,NA,404,30%-<36%,9,1,2,,,,,2,,,,,2,2,2,21,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,7,,,,,10,,,,2663,19.86,109700,99,638,1198,80
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163555300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,4,2,2,1,2,35000.0,51.31,7.490,3.340,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,175000,1,1,3,5,1,NA,79,42,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3402,73.07,77800,83,743,1154,65
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081002400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,2,2,2,1,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,236,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,2940,17.48,97600,121,623,938,0
2024,B4TYDEB6GKMZO031MB27,24340,MI,26139,26139021501,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,2,1,4,2,2,1,2,215000.0,85,6.990,0.610,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1455000,1,1,3,5,1,NA,354,40,8,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4906,9.56,97600,97,1716,1815,25
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163535200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,1,1,2,1,1,55000.0,60.61,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,85000,1,1,3,5,1,NA,40,20%-<30%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,2019,98.71,77800,63,406,1049,73
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125152600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,55000.0,104.41,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,365000,1,1,3,5,1,NA,103,50%-60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,1,4,,,3966,11.52,109700,270,1276,1384,62
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163560202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,2,2,1,1,75000.0,110.64,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,185000,1,1,3,5,1,NA,71,47,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,4,6,,,3562,25.97,77800,182,845,1069,35
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081010700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,1,1,1,1,2,2,2,345000.0,95,6.375,-0.017,2,8618.94,NA,6160.96,5430.96,,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,145,30%-<36%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,2,7,,,,10,,,,5268,10.69,97600,119,1719,2098,32
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163558200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,31,1,2,1,2,75000.0,37.99,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,185000,1,1,3,5,1,NA,53,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,27,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,,,,4461,22.91,77800,131,1443,1662,58
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125153100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,2,2,2,1,2,65000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,473,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,Yes,1,1,6,,,,,10,,,,2309,13.12,109700,241,747,727,64
