activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163514100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,55000.0,80,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,65000,1,2,3,5,1,NA,83,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,1732,98.15,77800,44,442,1846,78
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163568200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Free Form Text Only,Female,3,0,2,1,31,1,2,1,2,105000.0,42.08,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,235000,1,1,3,5,1,NA,33,40,8,10,2,,,,,5,,,,,2,4,,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,4,,,,3838,23.35,77800,115,1234,1608,57
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125122700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,2,1,1,2,2,2,505000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,261,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,65-74,No,Yes,1,1,3,,,,,10,,,,3080,10.58,109700,83,1254,1352,47
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163538500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,1,1,1,1,2,2,2,245000.0,95.1,6.250,-0.028,2,3850.90,NA,3850.90,3850.90,,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,75,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,7,,,,,10,,,,5184,96.74,77800,85,1248,2551,76
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163546100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,25000.0,35.71,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,75000,1,1,3,5,1,NA,48,30%-<36%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,3,,,,3952,92.69,77800,52,652,1763,70
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163590600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,1,2,1,2,155000.0,59.52,7.490,1.835,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,255000,1,1,3,5,1,NA,82,50%-60%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,2477,14.25,77800,150,914,991,23
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163536900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,3,2,1,1,1,2,2,2,85000.0,97,5.000,-1.141,2,0.00,NA,0.00,2929.59,25.90,360,NA,NA,2,2,2,2,85000,1,1,3,5,1,NA,45,<20%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,3374,98.61,77800,73,597,1256,70
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099222106,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,105000.0,70.58,7.490,1.410,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,395000,1,1,3,5,1,NA,153,30%-<36%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,4163,25.37,109700,76,902,1188,34
2024,B4TYDEB6GKMZO031MB27,11460,MI,26161,26161454002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,175000.0,80,5.750,-0.668,2,776.33,NA,230.45,4092.00,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,62,42,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,2,,,,,10,,,,3719,12.85,119500,85,1051,1243,26
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125128200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,105000.0,59.03,7.490,1.235,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,495000,1,1,3,5,1,NA,150,37,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,3169,13.28,109700,148,1064,1174,41
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125175300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,145000.0,97,5.125,-0.779,2,200.00,NA,200.00,3980.88,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,65,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,3888,29.3,109700,54,1186,1974,68
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163582100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,25000.0,77.78,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,225000,1,1,3,5,1,NA,70,46,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,,,,3894,16.36,77800,121,1312,1546,64
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163517000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,95000.0,90,6.750,0.364,2,3882.50,NA,2053.12,384.12,,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,88,20%-<30%,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,2,7,,,,10,,,,2978,58.87,77800,190,441,277,58
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099225800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,2,2,2,1,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,58,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,7334,17.28,109700,89,2080,2482,44
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099241900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,35000.0,48.49,7.740,3.240,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,215000,1,1,3,5,1,NA,69,45,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4879,28.63,109700,77,1174,1570,58
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163561302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,1,2,2,2,465000.0,38.34,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1225000,1,1,3,5,1,NA,264,20%-<30%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,7,,,,,3,,,,4055,26.66,77800,384,1208,1563,0
2024,B4TYDEB6GKMZO031MB27,47664,MI,26087,26087341500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,65000.0,63.07,7.990,1.885,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,265000,1,1,3,5,1,NA,101,30%-<36%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,Yes,Yes,1,1,6,,,,,10,,,,4368,8.1,109700,98,1309,1763,41
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099227300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,55000.0,62.79,7.990,2.025,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,255000,1,1,3,5,1,NA,92,40,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4973,19.02,109700,110,1240,1412,27
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125166900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,4,2,2,1,2,55000.0,73.9,7.990,1.850,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,405000,1,1,3,5,1,NA,84,47,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,3529,33.04,109700,111,1215,1360,48
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163590500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Free Form Text Only,White,Male,3,0,2,1,4,2,2,1,2,35000.0,15.65,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,385000,1,1,3,5,1,NA,70,>60%,8,10,,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,6570,17.17,77800,94,2166,2521,35
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125194000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,2,0,1,1,1,1,2,2,2,425000.0,80,6.125,-0.196,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,160,36,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,7,,,,10,,,,5739,56.16,109700,112,1097,1616,36
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163545600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,1,2,1,2,95000.0,95.19,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,95000,1,2,3,5,1,NA,71,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,5319,39.63,77800,50,835,1662,74
2024,B4TYDEB6GKMZO031MB27,11460,MI,26161,26161415800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,Joint,Joint,1,0,2,1,32,1,2,2,2,395000.0,60,6.750,0.668,2,2932.16,NA,1542.78,62.78,,180,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,238,30%-<36%,9,1,1,14,,,,2,,,,,2,2,2,23,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,2,7,,,,10,,,,3608,29.85,119500,176,1350,1383,24
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099225500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,1,2,1,2,105000.0,25.54,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,395000,1,1,3,5,1,NA,39,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,5559,14.09,109700,138,1870,2018,46
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125156200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,2,2,2,1,2,55000.0,39.36,7.990,1.560,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,615000,1,1,3,5,1,NA,201,20%-<30%,8,10,2,,,,,5,,,,,2,4,21,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,6922,17.26,109700,140,2248,2649,52
2024,B4TYDEB6GKMZO031MB27,99999,MI,26001,26001000100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,285000.0,80,7.750,1.443,3,5088.78,NA,2694.40,2164.40,,360,NA,NA,2,2,2,2,355000,1,2,3,5,1,NA,130,30%-<36%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,2,7,,,,10,,,,1690,3.55,78300,96,844,2349,47
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163576500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,5,0,2,1,31,1,2,1,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,87,NA,9,9,3,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,3901,17.3,77800,187,1321,1486,68
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081001102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,31,1,2,1,2,25000.0,6.02,7.490,3.110,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,415000,1,1,3,5,1,NA,67,20%-<30%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,4352,34.95,97600,89,857,1348,43
2024,B4TYDEB6GKMZO031MB27,47664,MI,26099,26099261100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,2,2,2,1,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,181,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,5337,36.91,109700,64,1374,1559,53
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163539600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,5,0,2,1,4,1,2,1,2,45000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,68,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,3197,98.78,77800,79,852,1393,67
2024,B4TYDEB6GKMZO031MB27,47664,MI,26093,26093742201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,295000.0,61.84,7.490,1.525,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,485000,1,1,3,5,1,NA,82,50%-60%,9,8,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,3055,8.41,109700,120,987,1074,28
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125138100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,2,2,2,1,2,115000.0,60.81,7.490,1.925,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,705000,1,1,3,5,1,NA,112,49,8,10,2,,,,,5,,,,,2,4,2,21,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,6704,19.84,109700,169,1986,2271,20
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163578600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,65000.0,46.16,5.875,0.399,2,2763.98,NA,680.60,150.60,5.95,180,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,121,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,7,,,,10,,,,6443,40.96,77800,72,1030,1720,68
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163542400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Female,3,0,2,1,2,1,2,1,2,55000.0,59.2,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,85000,1,1,3,5,1,NA,62,20%-<30%,8,10,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,,,,2651,98.3,77800,51,469,1155,74
2024,B4TYDEB6GKMZO031MB27,99999,MI,26063,26063950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,1,2,1,2,105000.0,32.26,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,315000,1,2,3,5,1,NA,45,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,1358,9.57,78300,99,595,1651,46
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163573900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,Asian,Female,1,0,2,1,2,2,2,1,2,55000.0,58.25,7.240,1.530,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,255000,1,1,3,5,1,NA,46,44,8,10,2,14,,,,5,,,,,2,4,5,27,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,6018,7.64,77800,68,764,1328,76
2024,B4TYDEB6GKMZO031MB27,40980,MI,26145,26145012002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Female,5,0,2,1,4,1,2,1,2,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,2,3,5,1,NA,76,NA,9,9,3,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,3824,10.46,74800,160,1452,1574,43
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163573300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,85000.0,32.46,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,265000,1,1,3,5,2,NA,42,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,2,7,,,,2,4,,,4463,8.29,77800,70,596,1049,74
2024,B4TYDEB6GKMZO031MB27,33780,MI,26115,26115830200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,25000.0,40.1,7.990,3.030,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,455000,1,1,3,5,1,NA,67,42,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,6450,11.77,96500,126,1991,2155,28
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125183100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,265000.0,80,6.000,-0.423,2,309.98,NA,200.00,3471.60,,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,78,42,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,7,,,,10,,,,4480,13.19,109700,113,1525,1924,64
2024,B4TYDEB6GKMZO031MB27,47664,MI,26125,26125127000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,4,2,2,1,2,155000.0,90.46,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,325000,1,1,3,5,1,NA,87,50%-60%,8,10,12,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,,,,5881,9.61,109700,122,1586,1713,37
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163539500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,25000.0,35.71,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,75000,1,1,3,5,1,NA,37,<20%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,2921,98.94,77800,96,675,1306,65
2024,B4TYDEB6GKMZO031MB27,24340,MI,26081,26081011101,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,5,0,2,1,31,2,2,1,2,85000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,63,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4492,9.84,97600,103,1605,1733,29
2024,B4TYDEB6GKMZO031MB27,11460,MI,26161,26161410400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,1,1,285000.0,62.22,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,455000,1,1,3,5,1,NA,228,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,,,,3584,37.92,119500,84,1041,1137,52
2024,B4TYDEB6GKMZO031MB27,11460,MI,26161,26161414300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,3,0,2,1,4,2,2,1,2,55000.0,66.2,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,385000,1,1,3,5,1,NA,74,>60%,9,8,3,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,55-64,55-64,No,No,1,1,6,,,,,1,,,,3025,58.05,119500,93,416,620,36
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163554200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,3,0,2,1,4,2,2,1,2,25000.0,72.13,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,135000,1,1,3,5,1,NA,80,43,8,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,3160,43.13,77800,73,813,1176,63
2024,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163567300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,2,2,2,1,2,105000.0,52.51,7.490,1.400,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,285000,1,1,3,5,1,NA,127,48,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4643,23.24,77800,137,1392,1557,63
2024,B4TYDEB6GKMZO031MB27,47664,MI,26093,26093725101,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,0,2,1,2,2,2,1,2,205000.0,74.67,6.990,1.750,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,335000,1,1,3,5,1,NA,146,37,8,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,4827,14.42,109700,79,864,1475,54
2024,B4TYDEB6GKMZO031MB27,99999,MI,26059,26059051200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,4,2,2,1,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,0,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3489,5.99,78300,85,955,1556,66
