race,sex,ethnicity,loan_type,loan_purpose,loan_amount,income,debt_to_income,applicant_age,tract_minority_pct,tract_income_pct,loan_approved
Black or African American,Male,Not Hispanic or Latino,1,2,25000.0,65.0,>60%,35-44,39.72,132,0
White,Male,Not Hispanic or Latino,1,4,35000.0,50.0,46,25-34,9.3,109,0
American Indian or Alaska Native,Male,Not Hispanic or Latino,1,2,45000.0,180.0,<20%,65-74,9.61,219,0
Black or African American,Male,Free Form Text Only,1,1,95000.0,53.0,20%-<30%,45-54,98.22,58,1
White,Female,Ethnicity Not Available,1,4,25000.0,60.0,30%-<36%,>74,18.49,114,0
White,Female,Not Hispanic or Latino,1,1,115000.0,48.0,49,25-34,97.69,51,0
White,Female,Not Hispanic or Latino,1,4,75000.0,50.0,50%-60%,45-54,18.85,127,0
White,Male,Not Hispanic or Latino,1,2,45000.0,79.0,42,65-74,9.73,115,1
White,Joint,Not Hispanic or Latino,1,2,55000.0,107.0,42,35-44,10.36,92,0
Black or African American,Female,Not Hispanic or Latino,1,1,115000.0,67.0,41,45-54,98.83,55,1
White,Joint,Not Hispanic or Latino,1,4,115000.0,161.0,30%-<36%,25-34,43.8,122,1
White,Joint,Free Form Text Only,1,31,165000.0,59.0,50%-60%,>74,12.65,132,1
White,Joint,Not Hispanic or Latino,1,1,245000.0,167.0,20%-<30%,65-74,19.14,142,1
White,Female,Not Hispanic or Latino,1,1,75000.0,57.0,45,25-34,95.4,91,1
Black or African American,Female,Hispanic or Latino,1,1,85000.0,39.0,39,45-54,43.16,61,1
White,Male,Not Hispanic or Latino,1,2,105000.0,136.0,47,25-34,20.86,114,0
Black or African American,Joint,Not Hispanic or Latino,1,2,35000.0,69.0,50%-60%,45-54,98.22,58,0
Asian,Joint,Not Hispanic or Latino,1,4,205000.0,141.0,20%-<30%,45-54,7.4,168,1
White,Joint,Not Hispanic or Latino,1,1,55000.0,84.0,30%-<36%,25-34,12.53,66,0
White,Male,Not Hispanic or Latino,1,1,155000.0,71.0,20%-<30%,25-34,21.12,73,1
White,Joint,Not Hispanic or Latino,1,31,55000.0,59.0,20%-<30%,55-64,5.55,144,0
White,Male,Not Hispanic or Latino,1,2,115000.0,239.0,46,45-54,17.67,132,1
White,Female,Not Hispanic or Latino,1,1,75000.0,52.0,20%-<30%,45-54,27.21,49,1
White,Female,Not Hispanic or Latino,1,31,55000.0,78.0,20%-<30%,55-64,25.73,168,1
White,Male,Not Hispanic or Latino,1,31,25000.0,0.0,>60%,45-54,18.04,154,0
Native Hawaiian or Other Pacific Islander,Male,Hispanic or Latino,1,2,55000.0,34.0,>60%,45-54,44.16,66,0
White,Joint,Not Hispanic or Latino,1,4,55000.0,62.0,39,55-64,9.0,91,1
White,Male,Not Hispanic or Latino,1,2,25000.0,74.0,50%-60%,35-44,20.98,145,0
White,Joint,Not Hispanic or Latino,1,2,55000.0,116.0,>60%,35-44,38.51,73,0
White,Joint,Not Hispanic or Latino,1,31,2545000.0,1229.0,20%-<30%,25-34,11.52,270,1
White,Joint,Not Hispanic or Latino,1,1,325000.0,87.0,43,25-34,15.87,129,0
Asian,Male,Not Hispanic or Latino,1,31,95000.0,59.0,>60%,25-34,53.75,80,0
White,Female,Hispanic or Latino,1,2,55000.0,33.0,42,55-64,83.57,61,0
White,Joint,Not Hispanic or Latino,1,1,225000.0,120.0,30%-<36%,65-74,11.16,206,0
White,Joint,Not Hispanic or Latino,1,4,455000.0,161.0,47,55-64,8.29,146,0
White,Female,Not Hispanic or Latino,1,1,155000.0,66.0,20%-<30%,25-34,11.69,101,1
White,Joint,Not Hispanic or Latino,1,2,55000.0,83.0,42,>74,22.6,195,1
Black or African American,Female,Not Hispanic or Latino,1,1,185000.0,60.0,49,25-34,80.31,79,1
Asian,Male,Not Hispanic or Latino,1,31,155000.0,36.0,47,45-54,8.77,75,1
White,Joint,Not Hispanic or Latino,1,2,65000.0,170.0,41,45-54,9.8,93,0
White,Female,Ethnicity Not Available,1,2,205000.0,120.0,40,35-44,9.57,91,0
Black or African American,Female,Not Hispanic or Latino,1,1,185000.0,78.0,46,35-44,56.06,49,1
White,Female,Not Hispanic or Latino,1,2,405000.0,100.0,>60%,35-44,27.67,109,0
Black or African American,Female,Not Hispanic or Latino,2,1,145000.0,81.0,50%-60%,55-64,53.32,48,0
Black or African American,Female,Not Hispanic or Latino,1,1,55000.0,56.0,40,25-34,97.68,64,0
Black or African American,Female,Not Hispanic or Latino,1,2,45000.0,187.0,20%-<30%,25-34,53.21,0,0
Black or African American,Female,Not Hispanic or Latino,1,1,145000.0,45.0,30%-<36%,>74,30.13,128,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,113.0,44,45-54,7.54,121,1
White,Female,Not Hispanic or Latino,1,1,155000.0,35.0,48,<25,24.96,55,1
White,Male,Not Hispanic or Latino,1,2,55000.0,41.0,45,>74,12.81,91,1
White,Female,Not Hispanic or Latino,1,2,25000.0,200.0,<20%,45-54,43.37,83,0
White,Male,Not Hispanic or Latino,1,2,105000.0,135.0,>60%,45-54,9.19,72,0
Black or African American,Female,Not Hispanic or Latino,1,2,35000.0,183.0,30%-<36%,45-54,67.76,105,0
Black or African American,Male,Not Hispanic or Latino,1,1,105000.0,42.0,43,<25,63.0,70,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,211.0,37,55-64,15.91,134,1
White,Female,Not Hispanic or Latino,1,2,75000.0,70.0,42,45-54,38.4,212,1
White,Male,Ethnicity Not Available,1,2,25000.0,16.0,30%-<36%,55-64,17.5,85,0
White,Male,Not Hispanic or Latino,1,2,75000.0,30.0,>60%,55-64,68.07,42,0
White,Female,Not Hispanic or Latino,1,2,105000.0,100.0,37,35-44,15.12,107,1
White,Joint,Not Hispanic or Latino,1,2,305000.0,270.0,39,45-54,7.18,120,1
White,Female,Not Hispanic or Latino,1,4,425000.0,288.0,20%-<30%,45-54,9.11,238,1
White,Joint,Not Hispanic or Latino,1,31,155000.0,78.0,50%-60%,>74,7.21,128,0
White,Female,Not Hispanic or Latino,1,1,355000.0,273.0,<20%,35-44,43.16,134,1
White,Male,Not Hispanic or Latino,1,4,105000.0,586.0,30%-<36%,45-54,16.21,204,0
White,Female,Not Hispanic or Latino,1,4,35000.0,72.0,40,25-34,35.14,74,1
Black or African American,Male,Not Hispanic or Latino,1,31,105000.0,45.0,>60%,45-54,28.7,126,0
White,Male,Not Hispanic or Latino,1,1,125000.0,75.0,30%-<36%,25-34,17.09,121,1
Black or African American,Female,Not Hispanic or Latino,1,1,185000.0,94.0,<20%,25-34,95.16,44,1
White,Joint,Joint,1,2,205000.0,136.0,37,45-54,17.11,148,1
Black or African American,Male,Not Hispanic or Latino,1,1,65000.0,125.0,30%-<36%,45-54,98.21,65,0
White,Male,Not Hispanic or Latino,1,2,125000.0,340.0,30%-<36%,45-54,44.32,163,1
White,Female,Hispanic or Latino,1,2,45000.0,88.0,<20%,55-64,41.52,81,0
White,Joint,Not Hispanic or Latino,1,1,205000.0,108.0,36,65-74,12.56,142,1
White,Female,Not Hispanic or Latino,1,2,95000.0,70.0,30%-<36%,45-54,28.58,97,1
Black or African American,Female,Not Hispanic or Latino,1,4,35000.0,38.0,>60%,65-74,40.99,63,0
White,Joint,Ethnicity Not Available,1,31,105000.0,51.0,40,>74,7.49,125,1
White,Male,Not Hispanic or Latino,1,4,75000.0,83.0,20%-<30%,35-44,11.01,87,1
Black or African American,Male,Not Hispanic or Latino,1,4,25000.0,45.0,36,35-44,98.35,53,0
White,Male,Not Hispanic or Latino,1,2,55000.0,0.0,>60%,55-64,43.91,116,0
White,Male,Not Hispanic or Latino,1,2,55000.0,125.0,48,55-64,38.82,67,0
White,Male,Ethnicity Not Available,1,31,55000.0,100.0,<20%,55-64,9.18,108,0
White,Female,Not Hispanic or Latino,1,2,55000.0,49.0,50%-60%,55-64,33.04,85,0
Black or African American,Female,Not Hispanic or Latino,1,2,105000.0,113.0,20%-<30%,35-44,89.56,64,0
White,Joint,Not Hispanic or Latino,1,31,145000.0,50.0,48,65-74,29.87,89,1
Asian,Female,Not Hispanic or Latino,1,1,215000.0,75.0,30%-<36%,35-44,23.57,102,1
White,Joint,Not Hispanic or Latino,1,4,105000.0,213.0,<20%,55-64,13.26,90,0
White,Female,Not Hispanic or Latino,1,2,55000.0,41.0,41,65-74,17.3,176,0
White,Joint,Not Hispanic or Latino,1,4,125000.0,66.0,>60%,55-64,11.03,135,0
White,Male,Not Hispanic or Latino,1,1,305000.0,62.0,49,45-54,8.71,103,1
White,Male,Not Hispanic or Latino,1,4,25000.0,77.0,48,>74,19.61,97,0
White,Female,Not Hispanic or Latino,1,2,55000.0,72.0,45,45-54,22.91,131,0
White,Male,Not Hispanic or Latino,1,4,145000.0,150.0,45,35-44,8.29,146,1
White,Female,Not Hispanic or Latino,1,1,165000.0,205.0,30%-<36%,55-64,39.62,51,1
White,Female,Hispanic or Latino,1,1,185000.0,64.0,20%-<30%,<25,10.41,91,1
White,Joint,Not Hispanic or Latino,1,4,25000.0,109.0,30%-<36%,55-64,63.22,152,1
Black or African American,Female,Not Hispanic or Latino,1,31,205000.0,15.0,>60%,65-74,96.74,85,0
White,Female,Not Hispanic or Latino,1,31,365000.0,121.0,49,55-64,38.93,125,1
White,Joint,Not Hispanic or Latino,1,31,155000.0,66.0,47,65-74,10.83,119,1
White,Male,Not Hispanic or Latino,1,1,135000.0,128.0,41,45-54,31.98,147,1
White,Male,Not Hispanic or Latino,1,1,215000.0,166.0,<20%,65-74,31.2,114,1
White,Female,Not Hispanic or Latino,1,1,265000.0,49.0,49,25-34,12.06,94,1
White,Female,Not Hispanic or Latino,1,1,165000.0,77.0,20%-<30%,25-34,16.97,89,1
White,Male,Not Hispanic or Latino,1,2,25000.0,42.0,>60%,65-74,10.49,151,0
White,Joint,Not Hispanic or Latino,1,4,695000.0,314.0,40,35-44,12.26,142,1
Black or African American,Male,Not Hispanic or Latino,1,2,85000.0,177.0,49,55-64,32.18,133,1
White,Male,Ethnicity Not Available,1,4,25000.0,30.0,37,55-64,11.63,74,0
White,Female,Not Hispanic or Latino,1,4,25000.0,45.0,48,>74,11.33,123,1
Asian,Joint,Hispanic or Latino,1,31,395000.0,112.0,50%-60%,>74,15.89,188,1
White,Male,Ethnicity Not Available,1,2,105000.0,102.0,47,35-44,40.44,152,1
White,Joint,Not Hispanic or Latino,1,1,195000.0,110.0,47,35-44,10.98,116,1
White,Joint,Ethnicity Not Available,1,31,105000.0,85.0,49,65-74,8.25,130,0
White,Joint,Not Hispanic or Latino,1,2,95000.0,196.0,45,65-74,12.35,97,1
Black or African American,Male,Not Hispanic or Latino,1,2,35000.0,65.0,<20%,55-64,98.78,79,0
Native Hawaiian or Other Pacific Islander,Male,Hispanic or Latino,1,2,55000.0,47.0,>60%,45-54,49.25,106,0
White,Male,Not Hispanic or Latino,1,4,155000.0,106.0,37,55-64,12.81,91,1
White,Female,Not Hispanic or Latino,1,2,55000.0,73.0,37,55-64,50.06,42,1
Black or African American,Male,Not Hispanic or Latino,1,2,65000.0,117.0,49,45-54,15.42,159,1
Black or African American,Male,Not Hispanic or Latino,1,2,25000.0,110.0,20%-<30%,55-64,98.78,79,0
White,Male,Not Hispanic or Latino,1,4,55000.0,103.0,42,55-64,9.63,110,1
White,Joint,Not Hispanic or Latino,1,2,115000.0,104.0,48,45-54,8.77,117,1
White,Joint,Not Hispanic or Latino,1,2,75000.0,146.0,50%-60%,35-44,9.8,93,0
White,Male,Not Hispanic or Latino,1,2,75000.0,150.0,42,35-44,6.16,114,1
White,Joint,Not Hispanic or Latino,1,4,595000.0,310.0,20%-<30%,25-34,23.67,205,1
White,Sex Not Available,Ethnicity Not Available,1,4,55000.0,80.0,20%-<30%,55-64,12.06,94,0
White,Female,Joint,1,4,205000.0,95.0,42,55-64,6.97,137,0
Black or African American,Female,Not Hispanic or Latino,1,1,215000.0,54.0,38,55-64,27.57,123,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,166.0,30%-<36%,25-34,8.46,81,0
White,Joint,Not Hispanic or Latino,1,2,105000.0,55.0,30%-<36%,45-54,11.19,114,0
White,Male,Not Hispanic or Latino,1,4,35000.0,65.0,49,25-34,14.47,80,1
Black or African American,Female,Hispanic or Latino,1,2,35000.0,51.0,>60%,35-44,97.36,47,0
Black or African American,Joint,Not Hispanic or Latino,1,2,55000.0,59.0,<20%,55-64,98.23,0,0
White,Male,Not Hispanic or Latino,1,1,155000.0,69.0,30%-<36%,25-34,10.96,82,1
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,45.0,<20%,45-54,97.08,46,0
White,Joint,Not Hispanic or Latino,1,2,35000.0,35.0,42,>74,25.07,73,1
White,Male,Hispanic or Latino,1,2,105000.0,32.0,50%-60%,35-44,58.02,59,0
White,Female,Not Hispanic or Latino,1,1,905000.0,277.0,43,35-44,10.53,266,1
Black or African American,Joint,Not Hispanic or Latino,1,2,55000.0,200.0,<20%,45-54,97.14,60,0
White,Joint,Not Hispanic or Latino,1,2,55000.0,602.0,<20%,45-54,37.62,134,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,180.0,>60%,45-54,54.79,89,0
White,Joint,Joint,1,4,55000.0,196.0,45,45-54,21.63,135,1
White,Female,Hispanic or Latino,1,4,95000.0,90.0,>60%,45-54,29.67,115,0
White,Female,Not Hispanic or Latino,1,2,35000.0,121.0,20%-<30%,55-64,10.96,82,0
White,Male,Not Hispanic or Latino,1,31,255000.0,180.0,39,35-44,40.56,90,1
White,Joint,Joint,1,4,155000.0,252.0,45,35-44,10.46,159,0
White,Male,Ethnicity Not Available,1,2,25000.0,142.0,<20%,55-64,8.02,99,1
Black or African American,Female,Not Hispanic or Latino,1,1,65000.0,82.0,37,45-54,97.61,59,0
White,Joint,Not Hispanic or Latino,1,2,55000.0,73.0,20%-<30%,>74,22.11,108,1
White,Female,Not Hispanic or Latino,1,1,165000.0,54.0,30%-<36%,25-34,12.76,124,1
White,Male,Ethnicity Not Available,1,2,45000.0,10.0,>60%,35-44,12.5,83,0
White,Male,Ethnicity Not Available,1,4,35000.0,65.0,50%-60%,35-44,39.39,83,0
White,Female,Not Hispanic or Latino,1,2,55000.0,98.0,39,25-34,9.61,219,0
White,Female,Not Hispanic or Latino,1,4,115000.0,166.0,44,65-74,12.06,94,1
White,Female,Hispanic or Latino,1,2,55000.0,61.0,>60%,35-44,19.0,110,0
White,Female,Not Hispanic or Latino,1,2,85000.0,80.0,>60%,35-44,23.92,90,0
White,Male,Not Hispanic or Latino,1,2,65000.0,155.0,20%-<30%,45-54,21.12,73,0
White,Male,Not Hispanic or Latino,1,4,55000.0,78.0,30%-<36%,35-44,25.75,75,1
Black or African American,Male,Not Hispanic or Latino,1,1,35000.0,32.0,<20%,35-44,95.13,32,0
Black or African American,Male,Free Form Text Only,1,2,15000.0,16.0,20%-<30%,>74,98.65,67,0
White,Joint,Not Hispanic or Latino,1,4,255000.0,649.0,<20%,45-54,8.75,123,1
White,Female,Not Hispanic or Latino,1,4,25000.0,46.0,50%-60%,55-64,8.17,132,0
White,Female,Not Hispanic or Latino,1,4,35000.0,47.0,<20%,>74,12.25,127,0
White,Female,Not Hispanic or Latino,1,4,25000.0,50.0,<20%,25-34,10.32,66,0
2 or more minority races,Female,Not Hispanic or Latino,1,4,25000.0,35.0,43,>74,97.9,56,0
White,Female,Not Hispanic or Latino,1,4,125000.0,73.0,>60%,35-44,16.56,130,0
White,Male,Not Hispanic or Latino,1,2,125000.0,172.0,<20%,35-44,27.28,123,1
Black or African American,Joint,Not Hispanic or Latino,1,2,55000.0,89.0,<20%,45-54,98.28,44,0
White,Male,Ethnicity Not Available,1,31,405000.0,267.0,43,55-64,40.44,152,1
Black or African American,Female,Ethnicity Not Available,1,4,25000.0,37.0,>60%,45-54,97.07,52,0
Black or African American,Joint,Not Hispanic or Latino,1,2,105000.0,62.0,50%-60%,65-74,42.38,93,0
White,Male,Not Hispanic or Latino,1,1,225000.0,80.0,30%-<36%,25-34,19.8,82,1
White,Joint,Not Hispanic or Latino,1,4,205000.0,47.0,46,65-74,8.08,161,1
White,Male,Not Hispanic or Latino,1,4,145000.0,88.0,20%-<30%,35-44,16.71,80,0
White,Female,Not Hispanic or Latino,1,2,105000.0,31.0,46,65-74,13.26,90,0
White,Male,Not Hispanic or Latino,1,31,685000.0,211.0,36,35-44,13.12,241,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,379.0,<20%,45-54,21.13,184,1
Asian,Male,Not Hispanic or Latino,1,1,265000.0,69.0,44,25-34,17.73,76,1
Black or African American,Male,Not Hispanic or Latino,1,1,325000.0,78.0,38,35-44,43.58,153,1
White,Male,Not Hispanic or Latino,1,1,195000.0,71.0,37,<25,12.56,109,1
White,Joint,Not Hispanic or Latino,1,32,155000.0,183.0,36,55-64,23.91,99,1
White,Male,Not Hispanic or Latino,1,2,75000.0,0.0,>60%,35-44,32.55,100,0
Black or African American,Male,Not Hispanic or Latino,1,1,45000.0,39.0,<20%,25-34,9.98,112,0
White,Joint,Not Hispanic or Latino,1,4,445000.0,156.0,42,55-64,8.4,95,1
White,Joint,Not Hispanic or Latino,1,31,95000.0,103.0,50%-60%,>74,67.65,104,1
White,Male,Not Hispanic or Latino,1,1,285000.0,112.0,20%-<30%,25-34,17.7,79,0
White,Joint,Not Hispanic or Latino,1,2,45000.0,176.0,30%-<36%,25-34,10.19,117,1
Black or African American,Male,Not Hispanic or Latino,1,31,35000.0,47.0,>60%,45-54,99.01,69,0
White,Male,Not Hispanic or Latino,1,1,215000.0,85.0,20%-<30%,35-44,15.7,121,1
White,Female,Not Hispanic or Latino,1,2,155000.0,1299.0,<20%,55-64,14.29,160,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,168.0,20%-<30%,55-64,20.15,82,1
White,Male,Not Hispanic or Latino,1,2,75000.0,140.0,20%-<30%,35-44,8.39,98,1
White,Joint,Not Hispanic or Latino,1,2,65000.0,31.0,20%-<30%,>74,9.7,89,0
White,Male,Not Hispanic or Latino,1,4,105000.0,320.0,37,45-54,11.44,166,1
White,Joint,Not Hispanic or Latino,1,32,355000.0,270.0,20%-<30%,45-54,19.53,116,1
White,Male,Not Hispanic or Latino,1,2,55000.0,83.0,<20%,25-34,98.15,44,0
White,Male,Not Hispanic or Latino,1,1,245000.0,75.0,30%-<36%,25-34,96.74,85,1
Black or African American,Male,Not Hispanic or Latino,1,2,25000.0,48.0,30%-<36%,65-74,92.69,52,0
White,Joint,Not Hispanic or Latino,1,4,155000.0,82.0,50%-60%,65-74,14.25,150,1
Black or African American,Male,Not Hispanic or Latino,1,1,85000.0,45.0,<20%,45-54,98.61,73,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,153.0,30%-<36%,45-54,25.37,76,1
White,Joint,Not Hispanic or Latino,1,1,175000.0,62.0,42,35-44,12.85,85,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,150.0,37,35-44,13.28,148,1
White,Female,Not Hispanic or Latino,1,1,145000.0,65.0,30%-<36%,25-34,29.3,54,1
White,Female,Not Hispanic or Latino,1,2,25000.0,70.0,46,55-64,16.36,121,0
Black or African American,Female,Not Hispanic or Latino,1,1,95000.0,88.0,20%-<30%,65-74,58.87,190,1
White,Male,Not Hispanic or Latino,1,4,35000.0,69.0,45,45-54,28.63,77,1
White,Joint,Not Hispanic or Latino,1,31,465000.0,264.0,20%-<30%,35-44,26.66,384,0
White,Joint,Not Hispanic or Latino,1,2,65000.0,101.0,30%-<36%,55-64,8.1,98,1
White,Female,Not Hispanic or Latino,1,2,55000.0,92.0,40,45-54,19.02,110,1
Black or African American,Female,Not Hispanic or Latino,1,4,55000.0,84.0,47,65-74,33.04,111,1
White,Male,Free Form Text Only,1,4,35000.0,70.0,>60%,65-74,17.17,94,0
White,Male,Not Hispanic or Latino,1,4,95000.0,71.0,>60%,25-34,39.63,50,0
White,Female,Not Hispanic or Latino,1,31,105000.0,39.0,>60%,65-74,14.09,138,0
Asian,Male,Not Hispanic or Latino,1,2,55000.0,201.0,20%-<30%,55-64,17.26,140,1
White,Joint,Not Hispanic or Latino,1,1,285000.0,130.0,30%-<36%,45-54,3.55,96,1
Black or African American,Female,Not Hispanic or Latino,1,31,25000.0,67.0,20%-<30%,>74,34.95,89,1
White,Joint,Not Hispanic or Latino,1,31,295000.0,82.0,50%-60%,65-74,8.41,120,1
Asian,Male,Not Hispanic or Latino,1,2,115000.0,112.0,49,35-44,19.84,169,1
White,Male,Not Hispanic or Latino,1,1,65000.0,121.0,<20%,35-44,40.96,72,1
Black or African American,Female,Ethnicity Not Available,1,2,55000.0,62.0,20%-<30%,55-64,98.3,51,0
White,Female,Not Hispanic or Latino,1,4,105000.0,45.0,>60%,45-54,9.57,99,0
Asian,Female,Joint,1,2,55000.0,46.0,44,45-54,7.64,68,1
White,Male,Not Hispanic or Latino,1,1,85000.0,42.0,30%-<36%,55-64,8.29,70,0
White,Joint,Not Hispanic or Latino,1,4,25000.0,67.0,42,55-64,11.77,126,1
White,Female,Not Hispanic or Latino,1,1,265000.0,78.0,42,25-34,13.19,113,1
White,Female,Hispanic or Latino,1,4,155000.0,87.0,50%-60%,55-64,9.61,122,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,37.0,<20%,25-34,98.94,96,0
White,Male,Not Hispanic or Latino,1,1,285000.0,228.0,30%-<36%,55-64,37.92,84,0
White,Male,Ethnicity Not Available,1,4,55000.0,74.0,>60%,55-64,58.05,93,0
White,Male,Ethnicity Not Available,1,4,25000.0,80.0,43,35-44,43.13,73,0
Black or African American,Female,Not Hispanic or Latino,1,2,105000.0,127.0,48,35-44,23.24,137,1
White,Male,Ethnicity Not Available,1,2,205000.0,146.0,37,55-64,14.42,79,1
White,Male,Not Hispanic or Latino,1,2,65000.0,88.0,45,35-44,20.86,114,1
American Indian or Alaska Native,Female,Not Hispanic or Latino,1,4,55000.0,16.0,>60%,65-74,24.87,130,0
White,Joint,Not Hispanic or Latino,1,2,75000.0,136.0,40,35-44,11.18,111,1
White,Male,Not Hispanic or Latino,1,2,105000.0,185.0,30%-<36%,45-54,10.08,163,1
White,Female,Not Hispanic or Latino,1,2,255000.0,190.0,30%-<36%,55-64,6.89,165,1
White,Joint,Not Hispanic or Latino,1,2,75000.0,221.0,30%-<36%,35-44,14.25,130,1
White,Male,Not Hispanic or Latino,1,2,55000.0,125.0,45,35-44,26.6,153,1
White,Joint,Joint,1,2,105000.0,385.0,36,45-54,14.31,115,1
White,Male,Not Hispanic or Latino,1,2,35000.0,48.0,>60%,55-64,8.23,74,0
White,Female,Not Hispanic or Latino,1,4,25000.0,15.0,20%-<30%,65-74,19.43,92,0
White,Female,Not Hispanic or Latino,1,1,175000.0,53.0,36,25-34,36.94,78,1
White,Joint,Ethnicity Not Available,1,2,245000.0,452.0,20%-<30%,35-44,10.53,266,1
White,Male,Not Hispanic or Latino,1,2,35000.0,44.0,30%-<36%,65-74,39.88,83,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,54.0,50%-60%,65-74,11.84,118,1
White,Female,Not Hispanic or Latino,1,2,45000.0,68.0,46,45-54,38.16,104,1
White,Male,Not Hispanic or Latino,1,2,25000.0,50.0,>60%,45-54,12.17,123,0
Black or African American,Female,Not Hispanic or Latino,1,2,55000.0,70.0,>60%,55-64,43.02,60,0
White,Female,Not Hispanic or Latino,1,2,105000.0,153.0,>60%,45-54,10.22,102,0
White,Male,Not Hispanic or Latino,1,2,105000.0,125.0,37,45-54,29.71,134,0
Asian,Female,Not Hispanic or Latino,1,31,205000.0,48.0,>60%,>74,9.61,219,0
Black or African American,Female,Not Hispanic or Latino,1,1,195000.0,75.0,45,35-44,45.44,59,1
Black or African American,Male,Not Hispanic or Latino,1,1,65000.0,74.0,42,45-54,45.5,68,1
White,Male,Not Hispanic or Latino,1,2,55000.0,38.0,>60%,65-74,21.02,126,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,26.0,20%-<30%,65-74,97.83,48,0
White,Joint,Not Hispanic or Latino,1,4,55000.0,204.0,20%-<30%,25-34,10.69,119,0
White,Joint,Not Hispanic or Latino,1,1,505000.0,145.0,38,65-74,15.5,96,1
White,Female,Not Hispanic or Latino,1,2,25000.0,75.0,30%-<36%,25-34,19.29,59,0
Black or African American,Female,Not Hispanic or Latino,1,2,55000.0,17.0,30%-<36%,55-64,96.76,34,0
Black or African American,Female,Not Hispanic or Latino,1,2,55000.0,38.0,>60%,45-54,97.32,57,0
Asian,Joint,Not Hispanic or Latino,1,4,55000.0,254.0,44,35-44,37.93,131,1
White,Male,Not Hispanic or Latino,1,2,35000.0,48.0,50%-60%,25-34,29.57,117,0
White,Male,Not Hispanic or Latino,1,1,245000.0,67.0,30%-<36%,<25,11.13,150,1
White,Joint,Not Hispanic or Latino,1,31,55000.0,83.0,20%-<30%,55-64,11.15,118,1
White,Male,Not Hispanic or Latino,1,2,105000.0,100.0,20%-<30%,55-64,14.16,146,1
White,Joint,Not Hispanic or Latino,1,31,205000.0,135.0,37,65-74,22.86,139,1
White,Male,Not Hispanic or Latino,1,1,185000.0,65.0,20%-<30%,35-44,21.39,82,1
Black or African American,Female,Not Hispanic or Latino,1,4,55000.0,45.0,30%-<36%,65-74,98.83,55,0
White,Male,Hispanic or Latino,1,4,35000.0,107.0,20%-<30%,25-34,15.87,129,0
